state,district,pincode,months,mean,std,cov,max_total,peak_factor,spike_months,spike_freq,severity_metric,cov_norm,spike_norm,peak_norm,severity_norm,instability_score
Kerala,Alappuzha,690504,6,2.1666666666666665,0.752772652709081,0.3474335320195759,3,1.3846153846153848,0,0.0,0.0,0.01583416559609446,0.0,0.0077255638165034425,0.0,0.6295362442129027
Odisha,NUAPADA,766107,6,2.1666666666666665,0.752772652709081,0.3474335320195759,3,1.3846153846153848,0,0.0,0.0,0.01583416559609446,0.0,0.0077255638165034425,0.0,0.6295362442129027
Andhra Pradesh,Ananthapuramu,515511,6,2.1666666666666665,0.752772652709081,0.3474335320195759,3,1.3846153846153848,0,0.0,0.0,0.01583416559609446,0.0,0.0077255638165034425,0.0,0.6295362442129027
Himachal Pradesh,Mandi,175005,6,2.1666666666666665,0.752772652709081,0.3474335320195759,3,1.3846153846153848,0,0.0,0.0,0.01583416559609446,0.0,0.0077255638165034425,0.0,0.6295362442129027
Andhra Pradesh,Guntur,522259,6,2.1666666666666665,0.752772652709081,0.3474335320195759,3,1.3846153846153848,0,0.0,0.0,0.01583416559609446,0.0,0.0077255638165034425,0.0,0.6295362442129027
Tamil Nadu,Thoothukkudi,628903,6,2.1666666666666665,0.752772652709081,0.3474335320195759,3,1.3846153846153848,0,0.0,0.0,0.01583416559609446,0.0,0.0077255638165034425,0.0,0.6295362442129027
Karnataka,Davanagere,577001,6,2.1666666666666665,0.752772652709081,0.3474335320195759,3,1.3846153846153848,0,0.0,0.0,0.01583416559609446,0.0,0.0077255638165034425,0.0,0.6295362442129027
Uttar Pradesh,Sant Kabir Nagar,272271,12,18.416666666666668,6.09706834669273,0.33106253466204866,27,1.4660633484162895,0,0.0,0.0,0.0075410659339001426,0.0,0.01999557693683233,0.0,0.6261435167536509
Bihar,Kishanganj,855107,12,51.333333333333336,15.340577998671803,0.2988424285455546,79,1.5389610389610389,0,0.0,0.0,0.0,0.0,0.030977504264226303,0.0,0.6195500852845262
Bihar,Supaul,847408,12,5.833333333333333,2.0375267241229382,0.34929029556393226,8,1.3714285714285714,0,0.0,0.0,0.016774751241928468,0.0,0.0057389902636882555,0.0,0.6180223425316191
Uttar Pradesh,Deoria,274604,12,5.583333333333333,1.880924981991251,0.33688208632679123,8,1.4328358208955225,0,0.0,0.0,0.010489091695006782,0.0,0.01498989994246932,0.0,0.6144707496995898
Kerala,Kottayam,686003,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Tamil Nadu,Sivaganga,630107,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Tamil Nadu,Perambalur,621106,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Gujarat,Ahmadabad,380007,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Tamil Nadu,Kancheepuram,603319,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Orissa,Khordha,752054,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Andhra Pradesh,Prakasam,523116,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Punjab,Ludhiana,141204,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Andhra Pradesh,Krishna,521241,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Andhra Pradesh,West Godavari,534222,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
West Bengal,West Midnapore,721513,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Odisha,Ganjam,761019,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Kerala,Thrissur,680312,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Odisha,JAJPUR,755013,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Karnataka,Belagavi,591136,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Andhra Pradesh,Krishna,521331,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Andhra Pradesh,Visakhapatnam,530022,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Andhra Pradesh,Chittoor,517280,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Karnataka,Hassan,573111,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Maharashtra,Palghar,401504,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Jharkhand,Hazaribagh,829129,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Tamil Nadu,Kanyakumari,629173,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Andhra Pradesh,Anantapur,515435,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Himachal Pradesh,Shimla,171206,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Gujarat,Vadodara,391450,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Uttar Pradesh,Chandauli,221001,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Karnataka,Mysore,570007,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Karnataka,yadgir,585220,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Gujarat,Kachchh,370455,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Himachal Pradesh,Hamirpur,177024,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Telangana,Adilabad,504101,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Andhra Pradesh,Kurnool,518196,8,1.5,0.5345224838248488,0.3563483225498992,2,1.3333333333333333,0,0.0,0.0,0.020350154739637034,0.0,0.0,0.0,0.610504642189111
Maharashtra,Pune,412213,10,5.3,1.70293863659264,0.32130917671559245,8,1.509433962264151,0,0.0,0.0,0.0026002814646004877,0.0,0.026529294615162655,0.0,0.6085943362412678
Kerala,Palakkad,679122,8,2.875,0.9910312089651149,0.3447065074661269,4,1.391304347826087,0,0.0,0.0,0.014452729516843923,0.0,0.008733246053438636,0.0,0.6082468065740904
Uttar Pradesh,Maharajganj,273151,12,14.333333333333334,4.0526833609649815,0.2827453507649987,22,1.5348837209302324,0,0.0,0.0,0.0,0.0,0.030363262441606385,0.0,0.6072652488321277
Uttar Pradesh,Ghaziabad,201003,12,11.083333333333334,2.9987371079213068,0.270562746579366,17,1.5338345864661653,0,0.0,0.0,0.0,0.0,0.03020521191414864,0.0,0.6041042382829729
Uttar Pradesh,Mau,275101,12,37.166666666666664,11.26404846752658,0.3030685686330022,57,1.533632286995516,0,0.0,0.0,0.0,0.0,0.030174735803472973,0.0,0.6034947160694595
Rajasthan,Sawai Madhopur,322001,12,22.833333333333332,7.1201804539611,0.3118327206114351,35,1.5328467153284673,0,0.0,0.0,0.0,0.0,0.030056390614571663,0.0,0.6011278122914333
West Bengal,North 24 Parganas,700125,12,15.5,5.248376372313112,0.33860492724600727,22,1.4193548387096775,0,0.0,0.0,0.011361835800520656,0.0,0.01295901027284444,0.0,0.6000352794725085
West Bengal,West Midnapore,721102,11,6.2727272727272725,2.101947149236112,0.3350930237912642,9,1.4347826086956523,0,0.0,0.0,0.009582801529233726,0.0,0.015283180593517636,0.0,0.5931476577473646
Uttar Pradesh,Kannauj,209732,12,8.5,2.5045413298101655,0.29465192115413713,13,1.5294117647058822,0,0.0,0.0,0.0,0.0,0.02953892047486595,0.0,0.590778409497319
Uttar Pradesh,Azamgarh,276204,12,21.416666666666668,7.115390915388127,0.3322361516912744,31,1.4474708171206225,0,0.0,0.0,0.008135588233064919,0.0,0.017194640089649604,0.0,0.5879604487849397
Uttar Pradesh,Agra,283124,12,10.416666666666666,3.4761089357690356,0.3337064578338274,15,1.4400000000000002,0,0.0,0.0,0.008880405125269848,0.0,0.016069172738327114,0.0,0.5877956085246377
Karnataka,Bellary,583102,12,6.5,2.23606797749979,0.34401045807689073,9,1.3846153846153846,0,0.0,0.0,0.014100129926930056,0.0,0.007725563816503409,0.0,0.5775151741379698
Uttar Pradesh,Azamgarh,276302,12,7.5,2.6457513110645903,0.3527668414752787,10,1.3333333333333333,0,0.0,0.0,0.018535874348440593,0.0,0.0,0.0,0.5560762304532177
Haryana,Sonipat,131103,11,2.6363636363636362,0.8090398349558905,0.3068771787763723,4,1.517241379310345,0,0.0,0.0,0.0,0.0,0.027705470238494994,0.0,0.5541094047698999
Uttarakhand,Tehri Garhwal,249165,12,7.916666666666667,1.9286515936521476,0.24361914867185022,12,1.5157894736842106,0,0.0,0.0,0.0,0.0,0.027486742841875283,0.0,0.5497348568375057
Tamil Nadu,Kancheepuram,600061,10,2.9,0.9944289260117533,0.3429065262109494,4,1.3793103448275863,0,0.0,0.0,0.013540908226224441,0.0,0.006926367559623766,0.0,0.5447545979792086
Bihar,Purnia,854327,12,10.583333333333334,2.8749176536296677,0.27164576254768513,16,1.5118110236220472,0,0.0,0.0,0.0,0.0,0.026887395329877994,0.0,0.5377479065975599
Odisha,Jagatsinghpur,754106,10,1.5,0.5270462766947299,0.35136418446315326,2,1.3333333333333333,0,0.0,0.0,0.017825326656116674,0.0,0.0,0.0,0.5347597996835002
West Bengal,Barddhaman,713169,10,1.5,0.5270462766947299,0.35136418446315326,2,1.3333333333333333,0,0.0,0.0,0.017825326656116674,0.0,0.0,0.0,0.5347597996835002
Andhra Pradesh,Nellore,524307,10,1.5,0.5270462766947299,0.35136418446315326,2,1.3333333333333333,0,0.0,0.0,0.017825326656116674,0.0,0.0,0.0,0.5347597996835002
Telangana,Suryapet,508233,10,3.0,1.0540925533894598,0.35136418446315326,4,1.3333333333333333,0,0.0,0.0,0.017825326656116674,0.0,0.0,0.0,0.5347597996835002
Karnataka,Mandya,571463,10,1.5,0.5270462766947299,0.35136418446315326,2,1.3333333333333333,0,0.0,0.0,0.017825326656116674,0.0,0.0,0.0,0.5347597996835002
Andhra Pradesh,Vizianagaram,535161,10,1.5,0.5270462766947299,0.35136418446315326,2,1.3333333333333333,0,0.0,0.0,0.017825326656116674,0.0,0.0,0.0,0.5347597996835002
Telangana,Mancherial,504215,10,1.5,0.5270462766947299,0.35136418446315326,2,1.3333333333333333,0,0.0,0.0,0.017825326656116674,0.0,0.0,0.0,0.5347597996835002
Tamil Nadu,Coimbatore,641017,10,2.4,0.8432740427115678,0.35136418446315326,3,1.25,0,0.0,0.0,0.017825326656116674,0.0,0.0,0.0,0.5347597996835002
Andhra Pradesh,East Godavari,533297,10,1.5,0.5270462766947299,0.35136418446315326,2,1.3333333333333333,0,0.0,0.0,0.017825326656116674,0.0,0.0,0.0,0.5347597996835002
Andhra Pradesh,Chittoor,517129,10,1.5,0.5270462766947299,0.35136418446315326,2,1.3333333333333333,0,0.0,0.0,0.017825326656116674,0.0,0.0,0.0,0.5347597996835002
Tamil Nadu,Dindigul,624707,10,1.5,0.5270462766947299,0.35136418446315326,2,1.3333333333333333,0,0.0,0.0,0.017825326656116674,0.0,0.0,0.0,0.5347597996835002
Tamil Nadu,Chennai,600102,10,1.5,0.5270462766947299,0.35136418446315326,2,1.3333333333333333,0,0.0,0.0,0.017825326656116674,0.0,0.0,0.0,0.5347597996835002
Uttar Pradesh,Basti,272001,11,11.636363636363637,3.981776670601385,0.3421839326298065,16,1.375,0,0.0,0.0,0.013174862074434874,0.0,0.006277020600909026,0.0,0.5207862742512268
Kerala,Malappuram,676302,9,7.888888888888889,2.6666666666666665,0.33802816901408445,11,1.3943661971830985,0,0.0,0.0,0.011069665849364458,0.0,0.009194509049218837,0.0,0.5159801564653105
Andhra Pradesh,Medak,502109,6,2.3333333333333335,0.816496580927726,0.34992710611188255,3,1.2857142857142856,0,0.0,0.0,0.017097342054494938,0.0,0.0,0.0,0.5129202616348482
Telangana,Mancherial,504273,6,2.0,0.6324555320336759,0.31622776601683794,3,1.5,0,0.0,0.0,2.6177735365217934e-05,0.0,0.02510808240363607,0.0,0.502946980133678
Telangana,Jagitial,505331,11,2.0,0.6324555320336759,0.31622776601683794,3,1.5,0,0.0,0.0,2.6177735365217934e-05,0.0,0.02510808240363607,0.0,0.502946980133678
Tamil Nadu,Kancheepuram,603314,6,2.0,0.6324555320336759,0.31622776601683794,3,1.5,0,0.0,0.0,2.6177735365217934e-05,0.0,0.02510808240363607,0.0,0.502946980133678
Maharashtra,Jalgaon,425420,6,2.0,0.6324555320336759,0.31622776601683794,3,1.5,0,0.0,0.0,2.6177735365217934e-05,0.0,0.02510808240363607,0.0,0.502946980133678
Andhra Pradesh,East Godavari,533447,6,2.0,0.6324555320336759,0.31622776601683794,3,1.5,0,0.0,0.0,2.6177735365217934e-05,0.0,0.02510808240363607,0.0,0.502946980133678
Gujarat,Arvalli,383340,6,2.0,0.6324555320336759,0.31622776601683794,3,1.5,0,0.0,0.0,2.6177735365217934e-05,0.0,0.02510808240363607,0.0,0.502946980133678
Kerala,Kannur,670694,6,2.0,0.6324555320336759,0.31622776601683794,3,1.5,0,0.0,0.0,2.6177735365217934e-05,0.0,0.02510808240363607,0.0,0.502946980133678
Telangana,Karimnagar,505210,6,2.0,0.6324555320336759,0.31622776601683794,3,1.5,0,0.0,0.0,2.6177735365217934e-05,0.0,0.02510808240363607,0.0,0.502946980133678
Maharashtra,Raigarh,402104,6,2.0,0.6324555320336759,0.31622776601683794,3,1.5,0,0.0,0.0,2.6177735365217934e-05,0.0,0.02510808240363607,0.0,0.502946980133678
Uttarakhand,Dehradun,248179,6,2.0,0.6324555320336759,0.31622776601683794,3,1.5,0,0.0,0.0,2.6177735365217934e-05,0.0,0.02510808240363607,0.0,0.502946980133678
Rajasthan,Sikar,332029,6,2.0,0.6324555320336759,0.31622776601683794,3,1.5,0,0.0,0.0,2.6177735365217934e-05,0.0,0.02510808240363607,0.0,0.502946980133678
Maharashtra,Mumbai,400024,6,2.6666666666666665,0.816496580927726,0.3061862178478973,4,1.5,0,0.0,0.0,0.0,0.0,0.02510808240363607,0.0,0.5021616480727215
Gujarat,Gir Somnath,362266,7,2.0,0.5773502691896258,0.2886751345948129,3,1.5,0,0.0,0.0,0.0,0.0,0.02510808240363607,0.0,0.5021616480727215
Andhra Pradesh,East Godavari,533288,8,2.0,0.5345224838248488,0.2672612419124244,3,1.5,0,0.0,0.0,0.0,0.0,0.02510808240363607,0.0,0.5021616480727215
Rajasthan,Jaipur,302029,12,22.0,6.536610186271834,0.2971186448305379,33,1.5,0,0.0,0.0,0.0,0.0,0.02510808240363607,0.0,0.5021616480727215
Karnataka,Ballari,583224,6,2.6666666666666665,0.816496580927726,0.3061862178478973,4,1.5,0,0.0,0.0,0.0,0.0,0.02510808240363607,0.0,0.5021616480727215
Karnataka,Mandya,571436,8,2.0,0.5345224838248488,0.2672612419124244,3,1.5,0,0.0,0.0,0.0,0.0,0.02510808240363607,0.0,0.5021616480727215
Rajasthan,Ganganagar,335024,8,2.0,0.5345224838248488,0.2672612419124244,3,1.5,0,0.0,0.0,0.0,0.0,0.02510808240363607,0.0,0.5021616480727215
Uttar Pradesh,Kannauj,209728,12,14.666666666666666,3.0251471289038405,0.20626003151617095,22,1.5,0,0.0,0.0,0.0,0.0,0.02510808240363607,0.0,0.5021616480727215
Andhra Pradesh,Mahabub Nagar,509205,7,2.0,0.5773502691896257,0.28867513459481287,3,1.5,0,0.0,0.0,0.0,0.0,0.02510808240363607,0.0,0.5021616480727215
Karnataka,Ballari,583123,12,4.0,1.1281521496355325,0.2820380374088831,6,1.5,0,0.0,0.0,0.0,0.0,0.02510808240363607,0.0,0.5021616480727215
Madhya Pradesh,Rewa,486002,7,2.0,0.5773502691896257,0.28867513459481287,3,1.5,0,0.0,0.0,0.0,0.0,0.02510808240363607,0.0,0.5021616480727215
Karnataka,Dharwad,580005,7,2.0,0.5773502691896257,0.28867513459481287,3,1.5,0,0.0,0.0,0.0,0.0,0.02510808240363607,0.0,0.5021616480727215
Karnataka,Vijayapura,586201,7,2.0,0.5773502691896257,0.28867513459481287,3,1.5,0,0.0,0.0,0.0,0.0,0.02510808240363607,0.0,0.5021616480727215
Maharashtra,Nandurbar,425410,7,2.0,0.5773502691896257,0.28867513459481287,3,1.5,0,0.0,0.0,0.0,0.0,0.02510808240363607,0.0,0.5021616480727215
Odisha,Khorda,751030,6,2.6666666666666665,0.816496580927726,0.3061862178478973,4,1.5,0,0.0,0.0,0.0,0.0,0.02510808240363607,0.0,0.5021616480727215
Andhra Pradesh,East Godavari,533213,9,2.0,0.5000000000000001,0.25000000000000006,3,1.5,0,0.0,0.0,0.0,0.0,0.02510808240363607,0.0,0.5021616480727215
Assam,Hojai,782481,7,2.0,0.5773502691896257,0.28867513459481287,3,1.5,0,0.0,0.0,0.0,0.0,0.02510808240363607,0.0,0.5021616480727215
Andhra Pradesh,Srikakulam,532440,11,3.4545454545454546,1.1281521496355325,0.3265703591050225,5,1.4473684210526316,0,0.0,0.0,0.005265452617197607,0.0,0.01717921427617206,0.0,0.5015478640393695
Rajasthan,Udaipur,313203,11,3.4545454545454546,1.1281521496355325,0.3265703591050225,5,1.4473684210526316,0,0.0,0.0,0.005265452617197607,0.0,0.01717921427617206,0.0,0.5015478640393695
Bihar,Katihar,855102,12,23.916666666666668,7.913835219335052,0.33089206491993245,34,1.4216027874564459,0,0.0,0.0,0.007454710623354065,0.0,0.013297660367082503,0.0,0.48959452604227205
Bihar,Saharsa,852216,12,28.083333333333332,8.857029394609103,0.31538383600981973,42,1.4955489614243325,0,0.0,0.0,0.0,0.0,0.024437540143598332,0.0,0.4887508028719667
Uttar Pradesh,Sonbhadra,231210,12,26.083333333333332,7.668807342775411,0.2940117831096004,39,1.4952076677316295,0,0.0,0.0,0.0,0.0,0.024386124762636966,0.0,0.4877224952527393
Tamil Nadu,Kancheepuram,603401,12,1.5,0.5222329678670935,0.34815531191139565,2,1.3333333333333333,0,0.0,0.0,0.016199799555119986,0.0,0.0,0.0,0.48599398665359955
Rajasthan,Nagaur,341501,9,4.222222222222222,1.3944333775567925,0.33026053678976663,6,1.4210526315789473,0,0.0,0.0,0.007134795739210721,0.0,0.013214780212440038,0.0,0.4783394764251225
Uttar Pradesh,Azamgarh,223225,12,7.25,2.454124543035107,0.33849993697035957,10,1.3793103448275863,0,0.0,0.0,0.011308650597414672,0.0,0.006926367559623766,0.0,0.47778686911491547
Telangana,Kamareddy,503305,10,4.8,1.5491933384829668,0.32274861218395146,7,1.4583333333333335,0,0.0,0.0,0.0033294601172932574,0.0,0.01883106180272708,0.0,0.4765050395733394
Gujarat,Bharuch,392210,10,2.8,0.9189365834726815,0.32819163695452913,4,1.4285714285714286,0,0.0,0.0,0.006086747648430649,0.0,0.014347475659220621,0.0,0.4695519426373319
Uttar Pradesh,Sant Kabir Nagar,272175,12,33.0,11.037127426019046,0.334458406849062,46,1.393939393939394,0,0.0,0.0,0.00926132193736388,0.0,0.009130211783140411,0.0,0.4604438937837246
Karnataka,Bijapur,586124,10,3.8,1.3165611772087666,0.34646346768651753,5,1.3157894736842106,0,0.0,0.0,0.015342757527477671,0.0,0.0,0.0,0.4602827258243301
Telangana,Karimnagar,505215,8,2.75,0.8864052604279183,0.3223291856101521,4,1.4545454545454546,0,0.0,0.0,0.0031169900825405283,0.0,0.018260423566280787,0.0,0.45871817380183155
Chhattisgarh,Baloda Bazar,493195,11,2.272727272727273,0.7862453931068965,0.3459479729670344,3,1.3199999999999998,0,0.0,0.0,0.015081621996718881,0.0,0.0,0.0,0.45244865990156635
Rajasthan,Tonk,304501,10,2.7,0.674948557710553,0.2499809473002048,4,1.4814814814814814,0,0.0,0.0,0.0,0.0,0.02231829546989872,0.0,0.44636590939797444
Odisha,Baleswar,756026,11,7.454545454545454,1.9679246105293957,0.26398988677833357,11,1.475609756097561,0,0.0,0.0,0.0,0.0,0.02143372888115274,0.0,0.42867457762305483
Uttar Pradesh,Faizabad,224204,12,10.166666666666666,3.010084062049773,0.29607384216883015,15,1.4754098360655739,0,0.0,0.0,0.0,0.0,0.021403611229329125,0.0,0.4280722245865825
Bihar,Buxar,802101,11,8.818181818181818,2.522624895547565,0.2860708644435383,13,1.4742268041237112,0,0.0,0.0,0.0,0.0,0.0212253892484346,0.0,0.42450778496869207
Uttar Pradesh,Faizabad,224001,12,31.916666666666668,8.50089121887532,0.2663464611658064,47,1.4725848563968669,0,0.0,0.0,0.0,0.0,0.020978032295466176,0.0,0.41956064590932357
Jharkhand,Sahebganj,816115,10,3.4,1.0749676997731399,0.3161669705215117,5,1.4705882352941178,0,0.0,0.0,0.0,0.0,0.020677244332406194,0.0,0.4135448866481239
Karnataka,Chikkamagaluru,577111,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Rajasthan,Jhunjhunu,333027,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Andhra Pradesh,Nizamabad,503186,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Andhra Pradesh,Sri Potti Sriramulu Nellore,523281,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Odisha,Sundergarh,770019,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Maharashtra,Ahmed Nagar,414001,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Himachal Pradesh,Mandi,176090,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Kerala,Ernakulam,683542,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Haryana,Ambala,134011,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Andhra Pradesh,Y. S. R,516172,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Telangana,Warangal,506371,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Telangana,Hanumakonda,506370,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Kerala,Alappuzha,688501,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Andhra Pradesh,Tirupati,517505,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Telangana,Jangoan,506223,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
West Bengal,Haora,711114,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Assam,West Karbi Anglong,782448,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Assam,Sibsagar,785682,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Punjab,Jalandhar,144701,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
West Bengal,Barddhaman,713344,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Karnataka,Uttara Kannada,581324,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Punjab,Hoshiarpur,144531,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Andhra Pradesh,Krishna,521106,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Uttarakhand,Chamoli,246401,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Andhra Pradesh,East Godavari,533252,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Kerala,Thiruvananthapuram,695123,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
Gujarat,Kachchh,370490,5,1.6,0.5477225575051662,0.3423265984407288,2,1.25,0,0.0,0.0,0.013247132673624882,0.0,0.0,0.0,0.3974139802087464
